sep=,
pair_id,nb_classes_v1,nb_classes_v2,delta_classes,nb_added_classes,nb_removed_classes,nb_attributes_v1,nb_attributes_v2,delta_attributes,nb_added_attributes,nb_removed_attributes,nb_type_changes,nb_references_v1,nb_references_v2,delta_references,nb_added_references,nb_removed_references,nb_multiplicity_changes,nb_containment_changes,nb_abstract_changes,nb_supertype_changes,nsuri_changed,label
DocMgmt__DocMgmt_v1__to__DocMgmt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
DocMgmt__DocMgmt_v2__to__DocMgmt_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__3DPrint_v1__to__3DPrint_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__3DPrint_v2__to__3DPrint_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__AeroEng_v1__to__AeroEng_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__AeroEng_v2__to__AeroEng_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__AgriFarm_v1__to__AgriFarm_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__AgriFarm_v2__to__AgriFarm_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__AirTraffic_v1__to__AirTraffic_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__AirTraffic_v2__to__AirTraffic_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__AR_VR_v1__to__AR_VR_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__AR_VR_v2__to__AR_VR_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__AutoDiag_v1__to__AutoDiag_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__AutoDiag_v2__to__AutoDiag_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__banking_v1__to__banking_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__banking_v2__to__banking_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__banking_v3__to__banking_v4,4,4,0,4,4,12,18,6,0,0,0,4,3,-1,0,0,0,0,0,0,1,MIXED
domains__bank_v1__to__bank_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__bank_v2__to__bank_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__BigData_v1__to__BigData_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__BigData_v2__to__BigData_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__BioMed_v1__to__BioMed_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__BioMed_v2__to__BioMed_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__BugTrack_v1__to__BugTrack_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__BugTrack_v2__to__BugTrack_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__BusIntel_v1__to__BusIntel_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__BusIntel_v2__to__BusIntel_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__CAD_CAM_v1__to__CAD_CAM_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__CAD_CAM_v2__to__CAD_CAM_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__ChatBot_v1__to__ChatBot_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__ChatBot_v2__to__ChatBot_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__ChemLab_v1__to__ChemLab_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__ChemLab_v2__to__ChemLab_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__CI_CD_v1__to__CI_CD_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__CI_CD_v2__to__CI_CD_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__clinic_v1__to__clinic_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__clinic_v2__to__clinic_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__CloudSec_v1__to__CloudSec_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__CloudSec_v2__to__CloudSec_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__company_v1__to__company_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__company_v2__to__company_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__CustRel_v1__to__CustRel_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__CustRel_v2__to__CustRel_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__DataGov_v1__to__DataGov_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__DataGov_v2__to__DataGov_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__DataWare_v1__to__DataWare_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__DataWare_v2__to__DataWare_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__data_v1__to__data_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__data_v2__to__data_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__DeplyPipe_v1__to__DeplyPipe_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__DeplyPipe_v2__to__DeplyPipe_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__DocMgmt_v1__to__DocMgmt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__DocMgmt_v2__to__DocMgmt_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__DroneNav_v1__to__DroneNav_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__DroneNav_v2__to__DroneNav_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__ecommerce_v1__to__ecommerce_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__ecommerce_v2__to__ecommerce_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__EduPlat_v1__to__EduPlat_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__EduPlat_v2__to__EduPlat_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__EnergyGrid_v1__to__EnergyGrid_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__EnergyGrid_v2__to__EnergyGrid_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__fleet_v1__to__fleet_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__fleet_v2__to__fleet_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__GameDev_v1__to__GameDev_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__GameDev_v2__to__GameDev_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__GraphDB_v1__to__GraphDB_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__GraphDB_v2__to__GraphDB_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__hospital_v1__to__hospital_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__hospital_v2__to__hospital_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__HRRecruit_v1__to__HRRecruit_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__HRRecruit_v2__to__HRRecruit_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__ImageProc_v1__to__ImageProc_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__ImageProc_v2__to__ImageProc_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__Insurance_v1__to__Insurance_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__Insurance_v2__to__Insurance_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__InvMgmt_v1__to__InvMgmt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__InvMgmt_v2__to__InvMgmt_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__KnowBase_v1__to__KnowBase_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__KnowBase_v2__to__KnowBase_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__LegalDoc_v1__to__LegalDoc_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__LegalDoc_v2__to__LegalDoc_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__library_v1__to__library_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__library_v2__to__library_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__LogAnal_v1__to__LogAnal_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__LogAnal_v2__to__LogAnal_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__Logistics_v1__to__Logistics_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__Logistics_v2__to__Logistics_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__Manufacturing_v1__to__Manufacturing_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__Manufacturing_v2__to__Manufacturing_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__Maritime_v1__to__Maritime_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__Maritime_v2__to__Maritime_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__MarketAnal_v1__to__MarketAnal_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__MarketAnal_v2__to__MarketAnal_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__MathModel_v1__to__MathModel_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__MathModel_v2__to__MathModel_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__metamodels_v1__to__metamodels_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__metamodels_v2__to__metamodels_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__MLPlat_v1__to__MLPlat_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__MLPlat_v2__to__MLPlat_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__models_v1__to__models_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__models_v2__to__models_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__MonitAlert_v1__to__MonitAlert_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__MonitAlert_v2__to__MonitAlert_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__NetSec_v1__to__NetSec_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__NetSec_v2__to__NetSec_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__NLPProc_v1__to__NLPProc_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__NLPProc_v2__to__NLPProc_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__PenTest_v1__to__PenTest_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__PenTest_v2__to__PenTest_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__PerfReview_v1__to__PerfReview_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__PerfReview_v2__to__PerfReview_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__PhysSim_v1__to__PhysSim_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__PhysSim_v2__to__PhysSim_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__PowerDist_v1__to__PowerDist_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__PowerDist_v2__to__PowerDist_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__PredMaint_v1__to__PredMaint_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__PredMaint_v2__to__PredMaint_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__ProcOpt_v1__to__ProcOpt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__ProcOpt_v2__to__ProcOpt_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__ProjMgmt_v1__to__ProjMgmt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__ProjMgmt_v2__to__ProjMgmt_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__QualCtrl_v1__to__QualCtrl_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__QualCtrl_v2__to__QualCtrl_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__RailCtrl_v1__to__RailCtrl_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__RailCtrl_v2__to__RailCtrl_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__RealEstate_v1__to__RealEstate_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__RealEstate_v2__to__RealEstate_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__RecSys_v1__to__RecSys_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__RecSys_v2__to__RecSys_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__ResearchDB_v1__to__ResearchDB_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__ResearchDB_v2__to__ResearchDB_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__RetailPOS_v1__to__RetailPOS_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__RetailPOS_v2__to__RetailPOS_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__RiskMgmt_v1__to__RiskMgmt_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__RiskMgmt_v2__to__RiskMgmt_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__RoboCtrl_v1__to__RoboCtrl_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__RoboCtrl_v2__to__RoboCtrl_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__SalesForce_v1__to__SalesForce_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__SalesForce_v2__to__SalesForce_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__school_v1__to__school_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__school_v2__to__school_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__SecScan_v1__to__SecScan_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
domains__SecScan_v2__to__SecScan_v3,4,4,0,0,0,12,12,0,0,0,1,3,4,1,1,0,0,0,0,0,0,MIXED
domains__SecurCam_v1__to__SecurCam_v2,3,4,1,1,0,9,12,3,1,0,0,2,3,1,1,0,0,0,0,0,0,MIXED
